"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"15/04/2019","101.62","101.32","102.65","101.32","","0.59%"
"12/04/2019","101.02","98.31","101.73","97.49","","2.78%"
"11/04/2019","98.29","96.69","98.91","96.10","","1.61%"
"10/04/2019","96.73","97.52","98.17","96.41","","-0.71%"
"09/04/2019","97.42","97.24","98.51","96.93","","0.10%"
"08/04/2019","97.32","97.73","98.05","97.00","","-0.72%"
"05/04/2019","98.03","98.39","98.73","97.70","","-0.34%"
"04/04/2019","98.36","97.65","98.55","96.83","","0.72%"
"03/04/2019","97.66","96.22","98.07","96.22","","1.61%"
"02/04/2019","96.11","95.97","96.74","95.50","","0.26%"
"01/04/2019","95.86","93.31","96.16","93.31","","2.80%"
"29/03/2019","93.25","92.84","93.61","92.50","","0.91%"
"28/03/2019","92.41","93.23","93.26","91.86","","-1.11%"
"27/03/2019","93.45","91.90","95.30","91.52","","1.85%"
"26/03/2019","91.75","92.31","92.61","91.53","","-0.50%"
"25/03/2019","92.21","92.36","93.39","91.42","","-0.22%"
"22/03/2019","92.41","95.63","95.98","92.24","","-3.05%"
"21/03/2019","95.32","96.87","96.87","95.18","","-1.69%"
"20/03/2019","96.96","98.43","98.68","96.96","","-1.57%"
"19/03/2019","98.51","98.45","99.48","97.61","","0.19%"
"18/03/2019","98.32","96.59","98.65","96.59","","1.59%"
"15/03/2019","96.78","95.79","96.78","95.44","","1.12%"
"14/03/2019","95.71","95.14","96.48","95.12","","0.68%"
"13/03/2019","95.06","93.52","95.31","93.48","","1.59%"
"12/03/2019","93.57","94.14","94.98","93.17","","-0.38%"
"11/03/2019","93.93","92.41","94.15","92.41","","2.06%"
"08/03/2019","92.03","93.35","93.35","91.35","","-1.89%"
"07/03/2019","93.80","97.01","97.43","93.02","","-3.32%"
"06/03/2019","97.02","96.68","97.59","95.84","","0.24%"
"05/03/2019","96.79","97.50","98.35","96.16","","-0.74%"
"04/03/2019","97.51","97.74","98.59","97.42","","-0.17%"
"01/03/2019","97.68","98.45","99.00","97.68","","-0.50%"
"28/02/2019","98.17","95.97","98.59","95.35","","2.01%"
"27/02/2019","96.24","94.18","96.43","93.71","","2.04%"
"26/02/2019","94.32","93.91","94.55","93.11","","0.21%"
"25/02/2019","94.12","93.05","94.48","93.05","","1.52%"
"22/02/2019","92.71","92.44","93.55","92.38","","0.18%"
"21/02/2019","92.54","93.60","93.77","92.30","","-1.11%"
"20/02/2019","93.58","93.08","93.67","92.39","","0.69%"
"19/02/2019","92.94","93.37","93.58","92.00","","-0.55%"
"18/02/2019","93.45","92.68","93.83","92.68","","0.91%"
"15/02/2019","92.61","89.22","92.84","88.79","","3.63%"
"14/02/2019","89.37","90.85","91.42","89.30","","-1.48%"
"13/02/2019","90.71","90.91","91.54","90.29","","-0.11%"
"12/02/2019","90.81","90.46","91.35","90.07","","0.99%"
"11/02/2019","89.92","88.88","90.54","88.88","","1.47%"
"08/02/2019","88.62","89.51","89.84","87.98","","-1.07%"
"07/02/2019","89.58","92.70","93.11","89.58","","-3.01%"
"06/02/2019","92.36","90.24","92.59","90.03","","1.85%"
"05/02/2019","90.68","89.07","90.88","88.82","","1.84%"
"04/02/2019","89.04","90.04","90.44","88.36","","-1.17%"
"01/02/2019","90.09","91.23","91.23","88.95","","-1.16%"
"31/01/2019","91.15","93.79","94.19","90.54","","-2.57%"
"30/01/2019","93.55","93.70","94.38","93.08","","-0.44%"
"29/01/2019","93.96","94.09","94.48","93.18","","-0.16%"
"28/01/2019","94.11","95.51","95.51","93.85","","-1.54%"
"25/01/2019","95.58","93.45","95.61","93.45","","2.54%"
"24/01/2019","93.21","93.82","94.86","92.43","","-0.58%"
"23/01/2019","93.75","92.83","94.43","92.14","","0.88%"
"22/01/2019","92.93","93.52","93.52","92.30","","-1.03%"
"21/01/2019","93.90","94.31","94.31","93.49","","-0.46%"
"18/01/2019","94.33","92.81","94.36","92.81","","2.11%"
"17/01/2019","92.38","93.89","93.89","92.31","","-2.04%"
"16/01/2019","94.30","91.44","94.34","91.44","","3.31%"
"15/01/2019","91.28","92.06","92.81","90.16","","-0.13%"
"14/01/2019","91.40","91.60","91.72","90.45","","-0.36%"
"11/01/2019","91.73","91.63","92.00","91.00","","0.09%"
"10/01/2019","91.65","90.71","91.71","90.12","","0.75%"
"09/01/2019","90.97","91.40","92.13","90.53","","-0.25%"
"08/01/2019","91.20","91.01","92.28","90.61","","0.27%"
"07/01/2019","90.95","90.56","91.31","90.07","","0.52%"
"04/01/2019","90.48","87.05","90.58","87.05","","4.41%"
"03/01/2019","86.66","86.27","87.69","85.89","","0.06%"
"02/01/2019","86.61","86.27","86.92","84.53","","-0.49%"
"31/12/2018","87.04","86.75","87.06","86.56","","0.32%"
"28/12/2018","86.76","85.14","86.95","85.10","","2.31%"
"27/12/2018","84.80","86.13","86.93","83.97","","-1.23%"
"24/12/2018","85.86","86.56","86.56","85.70","","-1.01%"
"21/12/2018","86.74","87.35","87.37","85.20","","-0.79%"
"20/12/2018","87.43","89.61","89.61","87.43","","-3.42%"
"19/12/2018","90.53","90.08","91.51","90.08","","0.56%"
"18/12/2018","90.03","90.04","91.12","89.69","","-0.31%"
"17/12/2018","90.31","92.00","92.00","90.31","","-1.88%"
"14/12/2018","92.04","92.49","92.49","90.34","","-0.80%"
"13/12/2018","92.78","92.23","94.22","92.23","","0.75%"
"12/12/2018","92.09","89.54","92.39","89.52","","2.99%"
"11/12/2018","89.42","89.38","90.52","89.01","","0.26%"
"10/12/2018","89.19","91.39","91.63","89.11","","-2.61%"
"07/12/2018","91.58","91.95","93.09","91.58","","0.03%"
"06/12/2018","91.55","95.17","95.17","91.31","","-4.29%"
"05/12/2018","95.65","96.06","96.36","94.55","","-0.57%"
"04/12/2018","96.20","98.08","98.21","96.19","","-2.32%"
"03/12/2018","98.48","97.21","99.27","97.21","","1.68%"
"30/11/2018","96.85","97.53","97.59","96.28","","-0.70%"
"29/11/2018","97.53","98.21","98.83","97.09","","-0.23%"
"28/11/2018","97.75","97.76","98.48","97.51","","0.09%"
"27/11/2018","97.66","98.17","98.49","97.02","","-0.51%"
"26/11/2018","98.16","96.25","98.42","96.25","","2.91%"
"23/11/2018","95.38","95.15","96.18","94.89","","0.30%"
"22/11/2018","95.09","95.89","95.89","94.36","","-0.98%"
"21/11/2018","96.03","94.93","96.40","94.93","","1.59%"
"20/11/2018","94.53","96.71","96.71","94.50","","-2.40%"
"19/11/2018","96.85","96.96","98.29","96.85","","-0.15%"
"16/11/2018","97.00","97.80","98.45","96.47","","-0.60%"
"15/11/2018","97.59","98.73","99.48","96.78","","-1.05%"
"14/11/2018","98.63","99.05","99.72","97.77","","-0.60%"
"13/11/2018","99.23","97.96","99.45","97.84","","1.42%"
"12/11/2018","97.84","99.28","99.72","97.75","","-1.34%"
"09/11/2018","99.17","100.13","100.13","98.20","","-1.27%"
"08/11/2018","100.45","100.57","101.48","100.23","","0.09%"
"07/11/2018","100.36","98.85","100.92","98.85","","1.52%"
"06/11/2018","98.86","99.42","99.46","98.14","","-0.51%"
"05/11/2018","99.37","99.84","100.10","99.29","","-0.37%"
"02/11/2018","99.74","99.14","100.54","99.14","","1.45%"
"01/11/2018","98.31","96.80","98.77","96.80","","1.47%"
"31/10/2018","96.89","96.37","98.30","96.37","","0.65%"
"30/10/2018","96.26","96.90","97.05","95.69","","-0.77%"
"29/10/2018","97.01","95.71","97.71","95.71","","1.66%"
"26/10/2018","95.43","96.18","96.18","94.14","","-1.01%"
"25/10/2018","96.40","94.86","97.02","94.49","","1.53%"
"24/10/2018","94.95","97.16","97.16","94.95","","-2.21%"
"23/10/2018","97.10","97.97","98.14","96.66","","-1.27%"
"22/10/2018","98.35","100.45","101.63","98.17","","-1.17%"
"19/10/2018","99.51","99.75","100.18","97.20","","-0.57%"
"18/10/2018","100.08","102.18","102.95","100.05","","-2.20%"
"17/10/2018","102.33","103.02","103.90","101.98","","-0.51%"
"16/10/2018","102.85","102.00","103.04","101.51","","0.91%"
"15/10/2018","101.92","101.76","102.35","101.14","","0.08%"
"12/10/2018","101.84","102.86","103.85","101.69","","-0.51%"
"11/10/2018","102.36","103.23","103.84","102.15","","-1.84%"
"10/10/2018","104.28","104.26","105.99","103.66","","0.00%"
"09/10/2018","104.28","103.54","104.72","102.62","","0.83%"
"08/10/2018","103.42","104.70","104.70","102.73","","-1.54%"
"05/10/2018","105.04","106.06","106.06","104.72","","-0.98%"
"04/10/2018","106.08","105.53","106.89","105.26","","0.65%"
"03/10/2018","105.39","105.09","106.52","104.92","","0.70%"
"02/10/2018","104.66","104.91","105.60","102.95","","-0.61%"
"01/10/2018","105.30","106.25","107.46","105.03","","-1.17%"
"28/09/2018","106.55","110.18","110.18","104.93","","-3.92%"
"27/09/2018","110.90","110.96","111.00","108.84","","-0.31%"
"26/09/2018","111.25","111.77","112.02","111.07","","-0.44%"
"25/09/2018","111.74","111.07","112.26","111.07","","0.76%"
"24/09/2018","110.90","111.99","111.99","110.69","","-0.99%"
"21/09/2018","112.01","111.91","113.28","111.48","","0.21%"
"20/09/2018","111.78","110.55","112.67","110.55","","1.23%"
"19/09/2018","110.42","108.64","110.57","108.56","","1.68%"
"18/09/2018","108.60","108.18","108.64","107.75","","0.41%"
"17/09/2018","108.16","106.83","108.49","106.71","","1.19%"
"14/09/2018","106.89","106.50","107.18","105.97","","0.50%"
"13/09/2018","106.36","105.22","107.17","105.15","","1.06%"
"12/09/2018","105.24","105.66","105.66","104.10","","-0.25%"
"11/09/2018","105.50","106.02","106.51","104.79","","-0.29%"
"10/09/2018","105.81","104.04","106.52","103.89","","1.55%"
"07/09/2018","104.20","105.71","105.93","102.86","","-1.29%"
"06/09/2018","105.56","106.39","106.89","105.55","","-0.96%"
"05/09/2018","106.58","105.68","107.68","105.28","","0.83%"
"04/09/2018","105.70","105.06","105.85","104.04","","1.21%"
"03/09/2018","104.44","104.15","104.65","103.87","","0.27%"
"31/08/2018","104.16","105.05","105.18","103.89","","-0.84%"
"30/08/2018","105.04","106.66","106.71","105.04","","-1.56%"
"29/08/2018","106.70","106.30","106.80","105.68","","0.36%"
"28/08/2018","106.32","107.35","107.62","105.92","","-0.91%"
"27/08/2018","107.30","106.81","107.51","106.38","","0.65%"
"24/08/2018","106.61","106.55","107.50","106.49","","0.05%"
"23/08/2018","106.56","106.99","107.28","106.20","","-0.34%"
"22/08/2018","106.92","106.72","107.52","106.54","","0.14%"
"21/08/2018","106.77","105.15","107.21","105.02","","1.45%"
"20/08/2018","105.24","105.17","106.38","104.93","","0.10%"
"17/08/2018","105.14","105.98","106.05","104.20","","-0.76%"
"16/08/2018","105.94","106.04","106.61","105.39","","0.26%"
"15/08/2018","105.67","106.84","107.69","105.17","","-1.08%"
"14/08/2018","106.82","107.60","108.54","106.20","","-0.60%"
"13/08/2018","107.46","108.54","108.54","106.49","","-1.78%"
"10/08/2018","109.41","112.35","112.35","108.13","","-3.23%"
"09/08/2018","113.06","113.52","113.52","112.49","","-0.45%"
"08/08/2018","113.57","113.99","114.30","113.20","","-0.45%"
"07/08/2018","114.08","113.36","114.46","113.36","","0.73%"
"06/08/2018","113.25","113.55","113.90","112.57","","-0.31%"
"03/08/2018","113.60","113.30","114.20","112.54","","0.44%"
"02/08/2018","113.10","115.57","115.57","112.59","","-2.09%"
"01/08/2018","115.52","117.27","117.58","115.52","","-1.04%"
"31/07/2018","116.73","115.13","117.30","115.13","","1.29%"
"30/07/2018","115.24","114.43","115.45","114.34","","0.26%"
"27/07/2018","114.94","113.90","115.64","113.90","","1.07%"
"26/07/2018","113.72","112.70","114.22","112.70","","0.97%"
"25/07/2018","112.63","113.29","113.78","112.38","","-0.57%"
"24/07/2018","113.27","111.22","113.58","111.22","","2.23%"
"23/07/2018","110.80","110.11","111.07","109.60","","0.63%"
"20/07/2018","110.11","110.09","110.39","109.00","","-0.17%"
"19/07/2018","110.30","110.66","111.50","109.92","","-0.42%"
"18/07/2018","110.77","110.71","110.79","109.34","","0.11%"
"17/07/2018","110.65","111.06","111.79","110.21","","-0.41%"
"16/07/2018","111.10","110.68","112.22","110.31","","0.43%"
"13/07/2018","110.62","110.80","111.16","110.05","","0.03%"
"12/07/2018","110.59","110.85","111.16","109.75","","-0.04%"
"11/07/2018","110.63","111.88","111.91","110.47","","-1.72%"
"10/07/2018","112.57","113.87","113.95","112.01","","-1.02%"
"09/07/2018","113.73","113.60","114.24","113.26","","0.51%"
"06/07/2018","113.15","113.22","113.96","112.32","","0.13%"
"05/07/2018","113.00","111.44","114.38","111.44","","1.49%"
"04/07/2018","111.34","110.30","111.52","110.23","","0.65%"
"03/07/2018","110.62","110.11","111.56","109.32","","0.84%"
"02/07/2018","109.70","109.96","109.96","107.69","","-0.68%"
"29/06/2018","110.45","110.20","112.36","110.20","","0.82%"
"28/06/2018","109.55","108.99","110.00","108.48","","0.13%"
"27/06/2018","109.41","109.71","110.37","107.40","","-0.44%"
"26/06/2018","109.89","110.66","111.09","109.57","","-0.31%"
"25/06/2018","110.23","111.83","111.83","110.23","","-2.10%"
"22/06/2018","112.60","111.45","113.25","111.45","","1.22%"
"21/06/2018","111.24","112.84","113.40","110.69","","-1.38%"
"20/06/2018","112.80","112.62","113.82","112.62","","0.77%"
"19/06/2018","111.94","111.28","112.52","109.42","","0.29%"
"18/06/2018","111.62","111.76","112.77","111.14","","-0.32%"
"15/06/2018","111.98","114.13","114.24","110.64","","-1.88%"
"14/06/2018","114.13","114.16","114.62","113.34","","-0.21%"
"13/06/2018","114.37","114.95","115.41","114.15","","-0.51%"
"12/06/2018","114.96","115.51","115.91","114.48","","-0.03%"
"11/06/2018","114.99","112.59","115.22","112.59","","2.83%"
"08/06/2018","111.82","112.65","112.65","111.14","","-1.04%"
"07/06/2018","113.00","113.05","115.16","112.63","","0.49%"
"06/06/2018","112.45","111.27","112.60","110.18","","1.05%"
"05/06/2018","111.28","113.79","114.28","111.28","","-2.12%"
"04/06/2018","113.69","114.60","115.42","113.22","","0.23%"
"01/06/2018","113.43","111.02","114.53","111.02","","2.81%"
"31/05/2018","110.33","112.60","114.15","109.30","","-1.65%"
"30/05/2018","112.18","111.16","113.06","110.19","","-0.12%"
"29/05/2018","112.31","116.50","116.50","111.39","","-4.43%"
"28/05/2018","117.51","119.47","121.62","116.42","","-1.67%"
"25/05/2018","119.51","121.82","122.07","118.19","","-1.86%"
"24/05/2018","121.78","123.71","124.08","121.03","","-1.34%"
"23/05/2018","123.44","125.26","125.26","122.84","","-1.49%"
"22/05/2018","125.31","123.35","125.60","123.35","","1.52%"
"21/05/2018","123.43","124.08","124.36","123.33","","-0.79%"
"18/05/2018","124.41","126.48","126.63","124.06","","-1.72%"
"17/05/2018","126.59","126.69","127.46","125.76","","0.04%"
"16/05/2018","126.54","129.19","129.19","126.05","","-2.27%"
"15/05/2018","129.48","129.50","130.37","128.81","","-0.09%"
"14/05/2018","129.60","129.96","130.15","129.09","","-0.25%"
"11/05/2018","129.93","129.38","130.00","129.35","","0.31%"
"10/05/2018","129.53","129.29","129.75","128.59","","0.36%"
"09/05/2018","129.07","128.41","129.36","128.38","","0.55%"
"08/05/2018","128.36","128.98","129.54","127.30","","-0.53%"
"07/05/2018","129.05","128.78","129.16","128.21","","0.11%"
"04/05/2018","128.91","128.45","128.91","127.14","","0.04%"
"03/05/2018","128.86","130.60","130.77","128.38","","-1.44%"
"02/05/2018","130.74","130.09","131.03","130.09","","0.51%"
"01/05/2018","130.08","130.09","130.10","130.08","","0.00%"
"30/04/2018","130.08","129.61","130.26","129.44","","0.34%"
"27/04/2018","129.64","129.86","130.17","128.79","","-0.18%"
"26/04/2018","129.88","129.96","130.71","129.28","","-0.13%"
"25/04/2018","130.05","131.43","131.43","129.00","","-1.16%"
"24/04/2018","131.58","131.98","131.98","130.82","","-0.30%"
"23/04/2018","131.97","130.55","131.97","130.41","","1.06%"
"20/04/2018","130.58","130.07","130.65","129.81","","0.38%"
"19/04/2018","130.09","129.26","130.15","129.25","","0.55%"
"18/04/2018","129.38","128.83","129.61","128.59","","0.48%"
"17/04/2018","128.76","128.22","129.30","128.22","","0.59%"
"16/04/2018","128.00","127.95","128.46","127.70","","0.16%"
"13/04/2018","127.80","127.53","129.59","127.25","","0.23%"
"12/04/2018","127.51","126.22","127.92","126.22","","1.01%"
"11/04/2018","126.24","126.87","127.24","126.03","","-0.67%"
"10/04/2018","127.09","126.91","127.48","126.49","","0.28%"
"09/04/2018","126.73","126.75","127.73","126.11","","0.40%"
"06/04/2018","126.22","127.13","127.31","125.90","","-1.14%"
"05/04/2018","127.68","124.45","128.22","124.45","","2.83%"
"04/04/2018","124.17","124.60","124.73","122.13","","-0.39%"
"03/04/2018","124.66","125.51","125.60","123.99","","-0.82%"
"29/03/2018","125.69","125.28","126.71","125.28","","0.43%"
"28/03/2018","125.15","123.89","125.15","122.57","","0.47%"
"27/03/2018","124.56","124.14","125.96","124.14","","0.68%"
"26/03/2018","123.72","124.35","124.98","123.07","","-0.39%"
"23/03/2018","124.20","125.00","125.00","122.89","","-1.00%"
"22/03/2018","125.46","128.09","128.36","124.18","","-2.27%"
"21/03/2018","128.37","129.61","129.91","127.48","","-0.94%"
"20/03/2018","129.59","129.35","130.04","129.09","","0.38%"
"19/03/2018","129.10","130.37","130.80","128.63","","-1.05%"
"16/03/2018","130.47","128.79","131.07","128.79","","1.31%"
"15/03/2018","128.78","128.53","128.94","127.77","","0.23%"
"14/03/2018","128.48","130.20","130.35","128.05","","-1.37%"
"13/03/2018","130.27","131.15","132.09","129.89","","-0.60%"
"12/03/2018","131.05","131.22","131.82","130.66","","0.17%"
"09/03/2018","130.83","131.16","131.57","130.39","","-0.28%"
"08/03/2018","131.20","130.79","132.56","130.16","","0.42%"
"07/03/2018","130.65","130.07","130.86","129.30","","0.33%"
"06/03/2018","130.22","129.87","131.57","129.87","","0.59%"
"05/03/2018","129.46","129.63","130.48","128.43","","-0.56%"
"02/03/2018","130.19","132.50","132.50","129.67","","-2.38%"
"01/03/2018","133.36","134.33","134.33","132.39","","-0.93%"
"28/02/2018","134.61","134.91","135.66","134.38","","-0.38%"
"27/02/2018","135.12","134.28","135.60","134.04","","0.75%"
"26/02/2018","134.11","134.31","134.76","133.76","","0.06%"
"23/02/2018","134.03","134.52","134.52","133.47","","-0.28%"
"22/02/2018","134.41","134.46","134.67","133.54","","-0.16%"
"21/02/2018","134.63","134.43","134.88","133.16","","0.12%"
"20/02/2018","134.47","133.90","134.58","133.23","","0.49%"
"19/02/2018","133.82","134.31","135.23","133.82","","-0.26%"
"16/02/2018","134.17","133.56","134.41","133.10","","0.86%"
"15/02/2018","133.03","132.78","135.50","132.46","","0.35%"
"14/02/2018","132.56","131.79","133.02","130.63","","0.68%"
"13/02/2018","131.67","133.49","133.81","131.67","","-1.30%"
"12/02/2018","133.41","132.33","134.81","132.33","","1.01%"
"09/02/2018","132.08","134.34","134.36","130.47","","-1.86%"
"08/02/2018","134.59","135.84","137.80","134.00","","-1.13%"
"07/02/2018","136.13","134.16","136.77","133.19","","2.04%"
"06/02/2018","133.41","134.18","136.14","132.06","","-2.51%"
"05/02/2018","136.84","137.88","138.44","136.28","","-1.13%"
"02/02/2018","138.40","140.14","140.14","137.65","","-1.35%"
"01/02/2018","140.29","141.10","142.53","139.33","","-0.39%"
"31/01/2018","140.84","140.64","141.45","140.35","","-0.07%"
"30/01/2018","140.94","142.38","142.38","140.44","","-1.48%"
"29/01/2018","143.05","143.14","143.73","142.72","","0.01%"
"26/01/2018","143.04","142.89","143.49","142.28","","0.11%"
"25/01/2018","142.88","141.16","142.93","141.02","","1.20%"
"24/01/2018","141.19","141.88","142.63","141.19","","-0.51%"
"23/01/2018","141.92","142.57","143.01","141.33","","-0.26%"
"22/01/2018","142.29","140.23","142.71","139.56","","1.54%"
"19/01/2018","140.13","139.69","140.74","139.30","","0.35%"
"18/01/2018","139.64","139.35","139.88","138.70","","0.29%"
"17/01/2018","139.23","139.28","139.54","138.34","","-0.55%"
"16/01/2018","140.00","140.42","140.95","139.59","","-0.29%"
"15/01/2018","140.41","140.31","140.85","139.53","","0.06%"
"12/01/2018","140.32","139.87","140.83","139.36","","0.39%"
"11/01/2018","139.77","138.86","140.58","138.10","","0.66%"
"10/01/2018","138.86","135.54","138.99","135.50","","2.54%"
"09/01/2018","135.42","134.81","135.57","134.63","","0.50%"
"08/01/2018","134.75","134.51","135.34","134.35","","0.25%"
"05/01/2018","134.42","134.36","135.47","133.74","","0.07%"
"04/01/2018","134.32","131.38","134.84","131.38","","2.53%"
"03/01/2018","131.01","130.77","131.45","130.32","","0.32%"
"02/01/2018","130.59","130.62","131.57","129.59","","0.08%"
"29/12/2017","130.48","131.28","131.32","130.18","","-0.60%"
"28/12/2017","131.27","131.83","132.17","131.16","","-0.42%"
"27/12/2017","131.82","132.49","133.01","131.79","","-0.56%"
"22/12/2017","132.56","133.81","133.81","132.34","","-1.06%"
"21/12/2017","133.98","132.60","134.33","131.79","","0.91%"
"20/12/2017","132.77","133.59","133.81","132.27","","-0.61%"
"19/12/2017","133.58","133.29","134.17","133.29","","0.08%"
"18/12/2017","133.47","132.26","133.71","132.26","","1.07%"
"15/12/2017","132.06","132.60","132.79","131.23","","-0.46%"
"14/12/2017","132.67","133.63","134.61","132.67","","-0.91%"
"13/12/2017","133.89","134.89","135.18","133.72","","-0.87%"
"12/12/2017","135.07","134.77","135.41","133.79","","0.32%"
"11/12/2017","134.64","135.32","135.72","134.64","","-0.32%"
"08/12/2017","135.07","132.33","136.13","132.33","","2.33%"
"07/12/2017","132.00","130.42","132.04","130.16","","1.34%"
"06/12/2017","130.25","131.30","131.30","129.94","","-1.16%"
"05/12/2017","131.78","132.42","133.17","131.40","","-0.49%"
"04/12/2017","132.43","130.81","132.90","130.81","","1.52%"
"01/12/2017","130.45","132.22","132.62","130.45","","-1.32%"
"30/11/2017","132.19","133.35","134.47","132.19","","-0.73%"
"29/11/2017","133.16","131.76","133.90","131.76","","1.39%"
"28/11/2017","131.34","130.86","131.76","130.82","","0.37%"
"27/11/2017","130.85","131.67","132.85","130.83","","-0.78%"
"24/11/2017","131.88","130.55","132.84","130.55","","1.00%"
"23/11/2017","130.58","130.15","130.93","129.48","","0.21%"
"22/11/2017","130.30","130.11","131.52","130.11","","0.25%"
"21/11/2017","129.98","130.52","131.49","129.94","","-0.47%"
"20/11/2017","130.59","130.81","131.33","130.15","","-0.21%"
"17/11/2017","130.87","131.79","132.57","130.27","","-0.69%"
"16/11/2017","131.78","131.60","132.88","131.28","","0.17%"
"15/11/2017","131.55","130.53","131.87","128.73","","0.61%"
"14/11/2017","130.75","131.84","132.53","130.41","","-0.83%"
"13/11/2017","131.84","132.39","132.62","130.54","","-0.39%"
"10/11/2017","132.35","132.04","133.32","131.96","","0.23%"
"09/11/2017","132.05","132.31","133.76","131.84","","-0.21%"
"08/11/2017","132.33","132.47","132.47","130.78","","-0.10%"
"07/11/2017","132.46","132.74","133.65","132.22","","-0.13%"
"06/11/2017","132.63","133.66","133.66","131.87","","-0.95%"
"03/11/2017","133.90","135.90","135.90","133.33","","-1.46%"
"02/11/2017","135.89","135.85","136.46","134.62","","0.17%"
"01/11/2017","135.66","135.82","136.45","135.43","","0.01%"
"31/10/2017","135.64","136.38","136.38","135.31","","-0.64%"
"30/10/2017","136.51","135.57","137.09","135.57","","0.72%"
"27/10/2017","135.53","137.22","137.92","134.68","","-1.13%"
"26/10/2017","137.08","135.32","137.93","134.91","","1.15%"
"25/10/2017","135.52","136.00","137.48","135.21","","-0.34%"
"24/10/2017","135.98","134.15","136.26","134.06","","1.31%"
"23/10/2017","134.22","135.19","135.21","133.90","","-0.75%"
"20/10/2017","135.23","134.16","135.51","134.16","","1.00%"
"19/10/2017","133.89","134.73","135.23","133.30","","-0.76%"
"18/10/2017","134.91","133.91","135.08","133.18","","0.82%"
"17/10/2017","133.81","133.47","134.61","132.85","","0.26%"
"16/10/2017","133.46","133.76","134.14","132.84","","-0.15%"
"13/10/2017","133.66","134.66","134.97","133.35","","-0.76%"
"12/10/2017","134.68","135.57","135.57","134.37","","-0.61%"
"11/10/2017","135.50","134.88","136.36","134.35","","0.59%"
"10/10/2017","134.71","136.05","136.05","134.29","","-1.08%"
"09/10/2017","136.18","136.72","137.76","135.92","","-0.37%"
"06/10/2017","136.69","137.02","137.25","135.71","","-0.23%"
"05/10/2017","137.01","134.48","137.58","134.09","","1.59%"
"04/10/2017","134.86","137.85","137.85","134.41","","-2.15%"
"03/10/2017","137.82","137.71","138.27","137.16","","0.12%"
"02/10/2017","137.66","137.49","138.46","136.68","","-0.52%"
"29/09/2017","138.38","137.35","138.38","136.80","","0.73%"
"28/09/2017","137.38","137.55","139.19","137.06","","0.11%"
"27/09/2017","137.23","134.19","137.88","134.19","","2.30%"
"26/09/2017","134.14","133.97","134.83","133.72","","0.00%"
"25/09/2017","134.14","135.73","135.73","133.72","","-1.28%"
"22/09/2017","135.88","135.41","136.60","135.41","","0.21%"
"21/09/2017","135.60","134.10","136.27","134.10","","1.50%"
"20/09/2017","133.60","134.33","134.72","132.78","","-0.58%"
"19/09/2017","134.38","134.37","134.88","134.05","","0.07%"
"18/09/2017","134.29","134.00","135.06","134.00","","0.40%"
"15/09/2017","133.76","134.96","134.96","133.26","","-0.93%"
"14/09/2017","135.01","134.53","135.33","133.70","","0.32%"
"13/09/2017","134.58","133.99","135.25","133.67","","0.47%"
"12/09/2017","133.95","131.76","134.36","131.76","","1.73%"
"11/09/2017","131.67","129.47","131.81","129.47","","2.22%"
"08/09/2017","128.81","127.65","129.62","127.35","","0.77%"
"07/09/2017","127.83","128.75","129.63","127.81","","-0.65%"
"06/09/2017","128.66","128.43","129.40","128.02","","-0.21%"
"05/09/2017","128.93","131.26","131.65","128.77","","-1.64%"
"04/09/2017","131.08","131.78","131.78","130.75","","-0.73%"
"01/09/2017","132.05","131.51","132.52","131.24","","0.48%"
"31/08/2017","131.42","130.45","132.24","130.45","","0.94%"
"30/08/2017","130.19","130.35","131.07","129.66","","0.32%"
"29/08/2017","129.78","131.87","131.87","129.60","","-1.69%"
"28/08/2017","132.01","132.13","132.85","131.60","","-0.24%"
"25/08/2017","132.33","132.77","133.65","132.33","","-0.08%"
"24/08/2017","132.43","131.91","133.29","131.91","","0.48%"
"23/08/2017","131.80","133.15","133.90","131.33","","-1.01%"
"22/08/2017","133.14","133.45","134.12","132.72","","0.31%"
"21/08/2017","132.73","133.97","133.97","132.40","","-1.30%"
"18/08/2017","134.48","133.60","134.56","132.23","","0.07%"
"17/08/2017","134.39","136.60","136.60","133.86","","-1.77%"
"16/08/2017","136.81","136.06","137.52","136.06","","0.67%"
"15/08/2017","135.90","135.33","136.33","135.06","","0.44%"
"14/08/2017","135.31","133.79","136.00","133.78","","1.70%"
"11/08/2017","133.05","134.52","134.52","131.80","","-1.44%"
"10/08/2017","134.99","136.96","136.96","134.34","","-1.51%"
"09/08/2017","137.06","139.32","139.32","135.99","","-2.04%"
"08/08/2017","139.91","139.52","140.00","139.18","","0.27%"
"07/08/2017","139.54","138.79","139.57","138.73","","0.61%"
"04/08/2017","138.69","136.64","139.01","136.46","","1.11%"
"03/08/2017","137.17","135.98","137.17","134.79","","1.05%"
"02/08/2017","135.74","137.36","137.36","135.41","","-1.06%"
"01/08/2017","137.19","136.19","137.43","136.09","","0.88%"
"31/07/2017","135.99","136.51","137.13","135.73","","-0.49%"
"28/07/2017","136.66","136.74","136.98","135.72","","-0.29%"
"27/07/2017","137.06","136.99","137.27","135.80","","-0.03%"
"26/07/2017","137.10","136.27","137.10","135.88","","0.60%"
"25/07/2017","136.28","133.97","137.09","133.93","","1.77%"
"24/07/2017","133.91","132.60","134.29","131.62","","1.00%"
